"","logFC","logCPM","PValue","FDR"
"lp_3660",8.44437215757764,11.3081438118794,4.71632560677098e-252,1.0441944893391e-248
"lp_3659",8.18691212821085,11.0046485379475,3.83357910548392e-226,2.82918137984713e-223
"lp_3658",8.18150235903459,12.0030239530823,5.47473716019796e-248,6.06053403633914e-245
"lp_2703",7.84267479866458,10.0213443891381,4.14665885873637e-92,5.10039039624573e-90
"lp_3547",7.21097916847086,3.01912201727639,5.5551199874632e-44,2.45980713044871e-42
"lp_2702",7.13303822210319,10.6300710519433,5.06741995531492e-110,8.63020598543634e-108
"lp_2701",6.94018444702041,10.7195336142525,7.69641274479425e-86,8.51992890848724e-84
"lp_3546",6.09622613324776,4.75991917174702,4.53315219754325e-63,2.64115762246336e-61
"lp_2152",6.08072909899679,10.8949947991378,6.60980428646064e-181,3.65852667255597e-178
"lp_2151",6.02076742378631,11.1222916462237,6.17635025772474e-167,2.73488789412052e-164
"lp_2153",5.96307080615197,10.2787685436591,3.62884278595128e-143,1.14775113258516e-140
"lp_2154",5.93824480081956,10.0614762083492,7.96500263895581e-158,2.93908597377469e-155
"lp_0372",5.79665216329416,5.77117781816008,1.86133699288696e-97,2.4241177072069e-95
"lp_0371",5.71510941934067,8.57451921582896,7.12358968304133e-142,1.97145344478169e-139
"lp_2699",5.38858853811088,9.12145629055067,3.78870871559899e-34,1.18143677413185e-32
"lp_3010",5.15466555359993,4.00184092156169,2.13234513155682e-43,9.07886946397463e-42
"lp_2698",5.04809162572659,9.2700241027785,2.37346701882343e-29,6.48747651811737e-28
"lp_3545",4.96914004776104,6.11621450568519,2.01614600614313e-99,2.97583150506726e-97
"lp_0063",4.75069777514456,5.0751240539287,8.99133104120864e-71,6.42155062104384e-69
"lp_2697",4.74261003927471,8.61140142065437,4.45325695222897e-29,1.17375129669464e-27
"lp_0240",4.50329985680752,5.39907718563432,1.57242161504124e-74,1.20046257093149e-72
"lp_0310",4.47799682263235,10.0480864818791,3.20714077781702e-110,5.91717473507241e-108
"lp_3548",4.37408795808091,2.43360406644316,2.19416697090911e-23,4.58291101282336e-22
"lp_0849",4.34333299891032,6.8937081129088,1.45813956864547e-106,2.30594357498648e-104
"lp_2371",4.30626477567738,9.17846741161573,1.74365400340718e-70,1.20639061360734e-68
"lp_0242",4.27784025521574,6.69885795581485,2.73106886472041e-85,2.87932688880524e-83
"lp_3483",4.20017890058253,6.69165847640348,1.38847341176045e-86,1.61793691244086e-84
"lp_2757",4.1173387678647,7.26719239633583,9.34310472026659e-98,1.29285211566689e-95
"lp_3009",4.01449910586081,3.4388530979635,1.04355338350716e-33,3.20892665428453e-32
"lp_2780",3.79114703895997,8.4037519871169,1.62372245265035e-63,9.7160040815348e-62
"lp_1566",3.78832035674581,5.45358243330119,6.211181122563e-58,3.27417976317964e-56
"lp_3313",3.76914997984463,9.59247933136942,3.72726702254023e-84,3.75098599450185e-82
"lp_3314",3.76035173728358,8.583804392238,1.12774086858258e-83,1.04034095126743e-81
"lp_0286",3.74936752706567,9.26368289038348,2.18746757757695e-76,1.72966186312692e-74
"lp_3484",3.69277664206864,5.94541250790153,5.49852143464607e-60,2.96920157470888e-58
"lp_0156",3.65630606520499,4.17458929574861,9.70081814437009e-35,3.20561363755752e-33
"lp_3418",3.57096232061978,7.73114710660911,7.90802310327451e-78,6.4845789446851e-76
"lp_3318",3.50794641436419,9.31938289888675,1.32179685845457e-63,8.34347310221222e-62
"lp_2781",3.49216480301194,8.74134963948309,1.35666229304264e-63,8.34347310221222e-62
"lp_3656",3.46782396053119,3.32452846450418,1.19962148249435e-16,1.72465062483279e-15
"lp_3250",3.41837091259044,6.15235502381283,2.11470531823626e-61,1.20050194219874e-59
"lp_1677",3.39529763014325,7.99938477729294,7.64688169929297e-19,1.29238138032325e-17
"lp_1681",3.38767018475361,8.57611547545496,1.92845073574692e-19,3.38856343566959e-18
"lp_1680",3.37026048321017,8.38683894536034,3.59347955252643e-17,5.4492902255435e-16
"lp_1678",3.36668840682981,9.38059917497404,1.31779255388746e-19,2.33407417144546e-18
"lp_2704",3.3440489257774,8.84881661425162,2.43620314629299e-60,1.34843844147317e-58
"lp_1676",3.33335329815841,8.3378500144456,8.83912191236937e-17,1.27907293555463e-15
"lp_3011",3.3261790021757,3.73529305995937,1.98880687383916e-29,5.50402302334987e-28
"lp_1682",3.30531056004803,8.11373651139037,3.32650930215463e-20,6.13740966247529e-19
"lp_3272",3.29981320748916,5.94796314432272,1.07145528225574e-50,5.04723828705152e-49
"lp_1675",3.2945344132838,9.25363295032894,2.31358731924798e-14,2.86161023732683e-13
"lp_1679",3.28879770972448,8.61881923229546,7.95001921590738e-21,1.53055152556686e-19
"lp_3476",3.28495981473253,4.53802249456,8.62528237173621e-30,2.44825322705435e-28
"lp_1674",3.26433915658432,8.45804747982635,1.09127887826556e-15,1.51005714779997e-14
"lp_3078",3.26114411198262,5.72129202335138,3.51971737390304e-51,1.69405527517855e-49
"lp_3487",3.21859806378218,5.61439935370987,3.08160495696024e-43,1.28729686315282e-41
"lp_0058",3.20590075488178,6.06192683286383,9.65376673291984e-48,4.45279990555927e-46
"lp_1673",3.18855222249825,9.16232460231178,3.33379065077903e-14,4.05550137407954e-13
"lp_1672",3.16845938966597,7.5277056445918,5.23025530450371e-14,6.15946023626128e-13
"lp_0155",3.16697616637343,3.21108744672064,5.06513098124772e-12,5.16783409791818e-11
"lp_3436",3.08330072414388,5.42239606500027,1.55907334865353e-43,6.76821253709592e-42
"lp_2787",3.03414455492894,6.27723631264352,2.5831229421641e-52,1.27089648754474e-50
"lp_3571",3.03006799665485,7.25930039729732,7.48702524751162e-54,3.85494741813738e-52
"lp_3657",3.00696179716112,3.06406069312299,5.78970512737966e-17,8.52432803089901e-16
"lp_3316",2.98377398206741,5.51979323132361,8.12093326132297e-41,3.21066897153019e-39
"lp_0096",2.97345371010715,4.61979753184993,1.53519384737239e-27,3.8624081569119e-26
"lp_0289",2.97170130660645,1.90853355132306,1.31319852821107e-13,1.51428205284339e-12
"lp_1671",2.92372846401393,9.39053518610335,3.59064229856366e-11,3.38284342511487e-10
"lp_1763",2.89677066299285,5.21081880325482,7.94535841518843e-38,2.79222595733765e-36
"lp_3124",2.80692608047359,4.47759318185867,1.51891257035862e-24,3.39684083916564e-23
"lp_0113",2.7852303470869,5.54258767384612,7.50657376063339e-33,2.21594057413898e-31
"lp_2813",2.74934105843844,5.61655892670061,2.09142897601309e-39,7.84817585236098e-38
"lp_2544",2.7387143872215,11.1027855646036,4.82052914934214e-42,1.97641695123028e-40
"lp_1446",2.72917344446297,6.19425167348767,1.39278891954624e-33,4.22415707928133e-32
"lp_0973",2.66714239727935,0.677126521860332,8.04119348500707e-06,4.53007694040856e-05
"lp_1670",2.6442976659822,8.15592358621263,1.70416252551098e-11,1.66212151166577e-10
"lp_2782",2.61976817992245,4.91138952544738,1.90079146555045e-17,2.96362838361175e-16
"lp_3359",2.57814356347364,5.57979360549562,3.01369157056318e-23,6.17806771965452e-22
"lp_1353",2.54054223427337,6.20097349439333,1.45693112739015e-23,3.10158222696327e-22
"lp_0176",2.53298729705653,3.48114345995181,1.54187280650704e-18,2.56669653654631e-17
"lp_0114",2.52683205642641,6.45392245812152,1.74248290930775e-34,5.59109733508314e-33
"lp_2096",2.50955874840707,6.77754012474717,2.95960261334497e-41,1.19137457926287e-39
"lp_3489",2.49087233836145,6.89986109115635,2.75863011178314e-44,1.2464504219363e-42
"lp_0115",2.47679665466642,6.14848745727763,3.01430951205035e-34,9.53383037097068e-33
"lp_0116",2.47374480480501,7.06379909384491,5.53952997296532e-39,1.97814828389439e-37
"lp_1449",2.42944831571335,3.43608766037214,2.03391721366179e-18,3.28692898616584e-17
"lp_1448",2.41466595542126,4.08595301699166,3.96903085765475e-21,7.77649054765276e-20
"lp_3474",2.404566225441,0.992498017689582,1.55102911630313e-06,9.56539961976359e-06
"lp_3360",2.39890111105805,5.96375803759781,2.302271451914e-19,4.01356613743118e-18
"lp_2097",2.32930206748782,7.30991123703658,8.08132433764981e-35,2.71091698235707e-33
"lp_0438",2.32316786427513,3.65746856438063,2.1264888529275e-17,3.29234008418286e-16
"lp_1447",2.31705532091949,3.45771809335181,8.58930756941063e-15,1.13194803325447e-13
"lp_2788",2.28509066143024,1.09962832632014,1.9990920946947e-05,0.000107166825609058
"lp_3055",2.25641796062431,4.24602865694769,2.26278469446237e-20,4.24559772333871e-19
"lp_2684",2.25565006614089,6.11802913358433,3.47945126162475e-29,9.28133143763518e-28
"lp_3486",2.25363315414385,5.48364817671964,2.01235450367994e-28,5.24159161311458e-27
"lp_2095",2.23963851241254,6.232811323079,1.21778985380914e-29,3.41289460295373e-28
"lp_0436",2.22881743461223,5.16920554434806,3.41785981434667e-25,7.88243919683701e-24
"lp_3092",2.20848418275787,8.26501724605175,3.80136913078986e-33,1.13732854804983e-31
"lp_3472",2.20535941899469,1.5108247654543,1.57903967870965e-07,1.07239075112367e-06
"lp_0885",2.1987265184184,3.10140781097027,2.00833013352017e-13,2.26859332429268e-12
"lp_0502",2.16851854672913,6.35388843232017,5.4153230862262e-25,1.23603353741287e-23
"lp_3482",2.16823037350294,3.88941584613956,1.41333357550929e-13,1.62130597729407e-12
"lp_0912",2.14701954419394,3.51734201010821,1.91327628742745e-14,2.39321677986688e-13
"lp_1540",2.12767910792045,-0.238284472066625,0.00273527880797348,0.00909295387515508
"lp_2384",2.10113474589251,9.87622707254856,2.1242696964398e-30,6.10796507521781e-29
"lp_1872",2.09565074571439,9.22509730069639,4.21141619419992e-31,1.22685203341561e-29
"lp_0884",2.07903779817163,3.71821982786966,1.12036729176782e-13,1.29868753087642e-12
"lp_0098",2.06722709835621,5.0727772346739,5.57231095985888e-18,8.8122117608054e-17
"lp_2696",2.06182167074892,6.03942346038664,1.38703439077244e-11,1.36484184052008e-10
"lp_1168",2.05031398144341,5.14203868845458,2.54422518339824e-15,3.47710775064427e-14
"lp_0886",2.03830600771258,4.89133273156552,1.13613451357601e-20,2.16844983884249e-19
"lp_2685",2.03776152226477,6.13726000225227,1.15984239868988e-22,2.31341537900846e-21
"lp_3471",2.02689981184727,2.55151727704932,2.06304457538654e-09,1.68545412911653e-08
"lp_1450",2.00265194325316,4.11461893964068,5.57040981459955e-15,7.52005324970939e-14
"lp_1070",1.98863350953341,9.89008522350995,9.74814807082309e-28,2.48073561250601e-26
"lp_2572",1.98366993627561,4.37530487054374,6.14739476212038e-15,8.19899518273164e-14
"lp_3449",1.98209524386738,9.27044265725636,3.75308902358833e-27,9.13114186618084e-26
"lp_3057",1.97744053121619,1.58712502563337,6.91725018889112e-07,4.38819252670628e-06
"lp_2766",1.9705000451666,7.65100639526078,1.78146445562183e-26,4.2871329399421e-25
"lp_2767",1.96523991714682,7.64851194428468,2.34419049746852e-24,5.13865124890624e-23
"lp_0850",1.95696911185995,3.76471030832656,3.71422096683075e-14,4.46917675030613e-13
"lp_2732",1.92511964277037,8.06577713682447,1.93193229530083e-25,4.50241905452214e-24
"lp_0887",1.90612682459287,4.66790588737502,4.94798950713314e-17,7.35224749583407e-16
"lp_3241",1.89102061412488,4.27296759488512,7.68752601557462e-15,1.01917261068756e-13
"lp_2857",1.88674532679474,4.19321914669728,4.84643575923082e-13,5.28571860637292e-12
"lp_1974",1.88474772699134,7.07178239996454,6.55583598389694e-24,1.4091864920726e-22
"lp_3058",1.87110432461287,1.13427326111502,0.000162540687088469,0.000758675769760819
"lp_3236",1.83810139694595,7.20448254294111,1.69714872381215e-27,4.22189581406753e-26
"lp_0154",1.82832563738422,2.72430686327242,1.2062503236252e-05,6.64337864802534e-05
"lp_0175",1.82442381424331,6.66877110801598,2.86389467734405e-23,5.92585309872872e-22
"lp_3363",1.81221053641656,6.67060898121354,5.48948216701945e-25,1.24017484875317e-23
"lp_1069",1.80861161120902,9.88265688912764,2.25794594455934e-24,4.99909232125437e-23
"lp_0232",1.79006106628563,5.42741326275846,5.01897442888271e-18,7.99425135650814e-17
"lp_0178",1.76550681931652,3.74600098824127,7.30041937970981e-12,7.34687659394432e-11
"lp_2708",1.75565300590792,4.31263513174052,1.81037725017554e-12,1.91778719229122e-11
"lp_2219",1.75371531854165,9.2820316014163,5.32658707356283e-20,9.74633370319679e-19
"lp_0233",1.7504299836442,7.14907171043555,2.08871626142782e-26,4.97249226107654e-25
"lp_0184",1.74785121596237,5.64406108041249,1.68288524700936e-14,2.15370400975648e-13
"lp_0472",1.74641749251046,7.78975154239631,2.7829941534652e-24,6.04073436840388e-23
"lp_3243",1.74203805114601,5.74591462748731,1.70790744001012e-18,2.8009682016166e-17
"lp_2098",1.72913054736047,5.259459734743,1.3917743564901e-15,1.9139058542044e-14
"lp_0139",1.71794637247472,10.796390103357,1.5194242242515e-23,3.20381450713602e-22
"lp_1762",1.70491519447085,3.20658731264435,1.21111619167297e-09,1.0234394077725e-08
"lp_3480",1.702361418878,4.92204358361498,1.40233579551763e-14,1.82633614780943e-13
"lp_0219",1.69485214662421,6.72088278805524,9.34085260552521e-23,1.89730712556264e-21
"lp_0439",1.69324146503028,2.51694521848637,8.88279116730603e-08,6.2632164472661e-07
"lp_0946",1.68937290783528,4.99158632640302,5.80990016030755e-12,5.90051328207381e-11
"lp_1785",1.68536713625373,6.1941529219902,2.01014223123527e-18,3.27239330879036e-17
"lp_0320",1.67421101439021,9.07431183295839,3.8602052354979e-17,5.81394176285194e-16
"lp_1667",1.66486125671111,2.24485656360048,4.49878893456275e-05,0.000229500430901427
"lp_1685",1.6489956689156,5.41440405055579,5.13906110118365e-16,7.20119068229152e-15
"lp_2799",1.64487289309061,9.00718025829377,9.48396929756651e-20,1.70711447356197e-18
"lp_3117",1.63359461528948,4.19649963152762,5.02905410584542e-12,5.15478045849155e-11
"lp_0173",1.60885034952443,5.61121019267253,3.81220103700611e-14,4.56227734915218e-13
"lp_1704",1.60778814907328,8.16920486064753,9.28756344406223e-14,1.08224555079757e-12
"lp_3469",1.60760016124704,1.62016403525594,8.80025524841255e-05,0.000430105190286653
"lp_0806",1.5960933055473,8.81603852039992,2.77061669824282e-17,4.23044508269628e-16
"lp_1706",1.58289443404066,8.13893150780635,1.08441534851784e-19,1.93620611420846e-18
"lp_2856",1.56235659961324,6.30908802906718,2.26590171726083e-16,3.21583743718941e-15
"lp_0177",1.55841117823754,2.41914004103128,1.1252800083042e-06,7.05770520789091e-06
"lp_0823",1.55708274670793,7.17305000195803,3.50492227348158e-21,6.9284802799002e-20
"lp_0179",1.5524167011154,4.174191488764,6.4679735248575e-11,5.96670557668104e-10
"lp_1705",1.5518877452875,7.97376591970417,3.11434265588895e-20,5.79424759675474e-19
"lp_3661",1.55051453004838,7.22941105927849,5.69033017415861e-21,1.10512201803396e-19
"lp_1005",1.54674328639668,10.5206823540379,1.6185460725816e-17,2.54146170545792e-16
"lp_0807",1.54475510856643,9.65161638213346,4.47697965648028e-18,7.18263257930967e-17
"lp_2733",1.53496769737643,7.43697629921129,1.58437801804608e-14,2.03942612322908e-13
"lp_1392",1.53225352123787,1.88685232504254,7.40970822402352e-05,0.000364557644621957
"lp_1482",1.530771321772,5.67460331700469,4.14507686019221e-14,4.90759367297624e-13
"lp_0506",1.51299838343526,5.89754107891549,1.11978519839815e-09,9.53540165097504e-09
"lp_0737",1.49271946755879,13.0064852075462,5.68327613228427e-15,7.62592324659235e-14
"lp_1824",1.46842247689782,3.3854651877177,1.03545093483415e-07,7.18648391762636e-07
"lp_0505",1.46083796218726,6.4853317799311,8.36003941401617e-13,8.94160737325208e-12
"lp_3485",1.45412309262798,5.19872083903519,5.66731670106093e-10,4.91318203304687e-09
"lp_3420",1.45226291842516,9.27115066553028,1.83373203634321e-12,1.9332774897447e-11
"lp_0217",1.43080767056184,6.28222773724227,2.58492652689384e-13,2.90509001550404e-12
"lp_0174",1.4221794367942,6.65814956466101,1.3577355886694e-14,1.77871396054086e-13
"lp_0231",1.4199246309801,6.76625986448263,3.41973006508384e-16,4.82247284337301e-15
"lp_0218",1.4157587594183,8.1011354862821,5.81379192712624e-17,8.52432803089901e-16
"lp_0172",1.40326789364219,5.6584414697939,6.79866075468119e-12,6.87316662596537e-11
"lp_1876",1.39633881407793,8.5710694127182,1.89353624650883e-14,2.39321677986688e-13
"lp_1686",1.38870246246526,5.07990379445793,2.70009159244713e-11,2.56566643162144e-10
"lp_1912",1.38712676523639,3.06753522599571,6.08652967463644e-07,3.87229215507042e-06
"lp_0507",1.36379086753204,6.10849853312593,5.50358263074647e-13,5.97300585513366e-12
"lp_0226",1.36353090211474,7.9808302738943,2.29696315548416e-11,2.20150494642508e-10
"lp_1483",1.35236250523045,7.84885327852921,3.18656914992833e-14,3.89782546847587e-13
"lp_2591",1.33270926306023,10.0059404465563,5.00885217553441e-12,5.15478045849155e-11
"lp_1747",1.32949046745165,6.45857479356959,1.90582161776966e-14,2.39321677986688e-13
"lp_3505",1.32738067929173,4.19773263871743,3.55107927107769e-05,0.000183693680050608
"lp_2220",1.32631852181803,8.95588967306659,2.61116147897171e-13,2.91975329012292e-12
"lp_0929",1.32407355637975,8.8787830332731,2.65378581560949e-11,2.53253525679285e-10
"lp_3355",1.32300904042077,6.90128450720895,1.52472302914567e-13,1.74007050851985e-12
"lp_0889",1.32265810208051,6.46853811453409,1.57616851920152e-13,1.78955748795495e-12
"lp_1783",1.31460343473941,8.70396367229056,4.78474810519393e-11,4.46980266029508e-10
"lp_0928",1.31025296876727,7.8437782270983,2.05263226645528e-14,2.55310552692808e-13
"lp_0926",1.30739865117441,6.84186748290633,2.71794136367642e-13,3.02388049205005e-12
"lp_2661",1.30323101384243,7.93480997541028,3.10222829224311e-14,3.81574079945903e-13
"lp_0118",1.29690109376569,7.75141093860836,9.03404839457663e-14,1.05827424050755e-12
"lp_0927",1.29221533939891,8.51236257976584,3.98687672103609e-12,4.14410566214737e-11
"lp_0334",1.29125859791415,9.94982880932603,4.62182940492904e-13,5.06570807055094e-12
"lp_1466",1.28349812185328,5.59850529255506,1.28135452390373e-10,1.16267168685363e-09
"lp_3224",1.27960733577979,5.72271449530366,2.21141436339132e-09,1.78886229110366e-08
"lp_1002",1.27605398738973,8.82788923507927,1.24544433852268e-09,1.04053349641103e-08
"lp_1253",1.27111576266203,10.15402995054,3.51100515370292e-11,3.32195103004199e-10
"lp_3473",1.26506016270489,1.7473815932071,0.00050888197172727,0.00211381742102097
"lp_2968",1.26406190807782,5.46154816154438,3.90958670847708e-10,3.4623299890273e-09
"lp_2093",1.2607072247892,6.65817268922237,6.18701924026056e-09,4.78953167760031e-08
"lp_2800",1.25516156513799,6.47963534285625,3.1224004228435e-13,3.43930076426642e-12
"lp_1250",1.2492241866032,7.23533389318803,8.61908324081645e-12,8.59578842124667e-11
"lp_2855",1.24913887755289,3.9197060046407,7.15944917552375e-07,4.52886299274559e-06
"lp_1836",1.24900746127891,8.08617300804027,5.58184241059663e-13,6.02838980344436e-12
"lp_1523",1.24782623962812,4.36419117042999,4.31248692154706e-07,2.81647375938206e-06
"lp_2829",1.24334320350395,7.88556098528773,4.17953562069921e-12,4.32406161879815e-11
"lp_0285",1.23250500050611,6.01545678465327,1.01943138172878e-10,9.32653338490713e-10
"lp_1945",1.226677962366,2.36465484267518,0.000922099701081777,0.00359931190332833
"lp_0070",1.22471209276449,6.22092973895646,1.22093580083249e-11,1.20676422457283e-10
"lp_0930",1.21131847393515,8.38457538253262,1.64810346309572e-10,1.48934737440568e-09
"lp_1004",1.19729431065364,6.25381954900871,3.35558020976581e-09,2.66281526323351e-08
"lp_1273",1.19676231227672,10.9660109275112,4.64117557266947e-11,4.35405199910602e-10
"lp_2660",1.1921511897317,8.26497620988,1.78790821403049e-11,1.72857152221114e-10
"lp_3225",1.19083390894159,5.18235775499329,2.61718821749268e-06,1.58318434795869e-05
"lp_0509",1.18437431493534,4.60731552974608,7.32340700996882e-08,5.19680228207403e-07
"lp_1938",1.18286029065825,5.87003540642946,1.05526179902666e-07,7.30109257201569e-07
"lp_0059",1.18065689620992,3.64082156974375,0.000124420419754957,0.000592401740510699
