"","logFC","logCPM","PValue","FDR"
"lp_0619",-0.561018927205247,13.2543102376262,0.0013565573724312,0.00499736775800778
"lp_1045",-0.561636931288235,10.7073267986714,0.001290774686515,0.00479492475829564
"lp_1036",-0.564118151130032,12.4567069598736,0.00210179331978313,0.00727089126562478
"lp_2786",-0.56861397083452,7.64827208048597,0.00049586636494047,0.00207532728162231
"lp_1041",-0.568849530008073,10.7437372856078,0.000618221005251027,0.00251145193692803
"lp_0209",-0.57136394364292,7.32386652992755,0.000925625697129196,0.00360164374946229
"lp_2321",-0.572237655628073,6.51658874473347,0.00191080214853332,0.0066938543621088
"lp_1046",-0.573768522292715,11.4050879386376,0.000832571372521501,0.00327991640349218
"lp_1594",-0.574500859029045,11.898187017659,0.00222159702497811,0.00760218827403638
"lp_0190",-0.579810064164924,6.71637914688661,0.000743619189020452,0.00297716615640376
"lp_1355",-0.582470417174969,6.97061967421312,0.000555211264216826,0.00227636618328899
"lp_1034",-0.584000317016462,12.0881816364078,0.00105368874543988,0.00405011611528456
"lp_1413",-0.584208421552549,9.02486211849473,0.00185173009815173,0.00652823318042664
"lp_2868",-0.585209174146019,7.07821333562271,0.000309596628759975,0.00136543214357487
"lp_1039",-0.586344938598525,11.7774113830974,0.000557288255375694,0.00228065840554859
"lp_1035",-0.587273873492624,11.7771554958297,0.000810392354988692,0.00320967562423071
"lp_1038",-0.590076411370437,11.3984079541273,0.000527333321385896,0.00218227284775397
"lp_3414",-0.591765848218508,5.55188129885313,0.00201250391508082,0.00700579193080022
"lp_0362",-0.594946519248608,8.96212952030801,0.000939987237781869,0.00365110832359484
"lp_1515",-0.595591830602128,11.5026636782022,0.00160081012304079,0.00576291644294685
"lp_2526",-0.596887507524916,8.32531770579788,0.000767402338723233,0.00306683894933797
"lp_3407",-0.599262393684952,9.25013401901481,0.000628245238668586,0.00254749992383196
"lp_1741",-0.61247007798175,7.77121878007585,0.000239245181661297,0.0010854279348322
"lp_1458",-0.614123424087238,6.72734337352256,0.000635076318170753,0.00257049171559424
"lp_0010",-0.614564713773556,12.9305434130976,0.00116720349947757,0.00439487848272678
"lp_0750",-0.616196203223867,6.42979489191027,0.000391687266369228,0.00169043978117246
"lp_1043",-0.618450616340275,10.9685685360642,0.000337340360990072,0.00147596031139224
"lp_0690",-0.619572984142658,9.0984273818653,0.000923400705099591,0.00359931190332833
"lp_0344",-0.620696452991155,9.36385061648668,0.000550787683025577,0.00226241916552621
"lp_1863",-0.62543513455961,6.54409498829377,0.000205784748299522,0.000947208799865162
"lp_0770",-0.629452195934368,5.97783674793781,0.00129945138984768,0.00481907098345522
"lp_0011",-0.637235550709171,12.3570508366907,0.000265913349487312,0.00118695999146151
"lp_2242",-0.639146657805971,8.40178377615376,0.000710048677455372,0.00284791263022861
"lp_1442",-0.64560676602213,5.96481807672792,0.000703115472141474,0.0028252226049387
"lp_1243",-0.647079824837019,5.52330537685654,0.00124054899550099,0.00461609323704066
"lp_2141",-0.654040099233328,5.98587872493776,0.00177711525213639,0.00630534161575315
"lp_2393",-0.656701423941441,6.16698217829847,0.00117178495152441,0.00440463817092536
"lp_1032",-0.661880461557966,12.5672452600057,0.000210957743418305,0.00096699884871248
"lp_3675",-0.66626838418671,5.98048756651633,0.000814022923679442,0.00321829777326122
"lp_2934",-0.668734974320389,7.43594527298732,0.000155998836316081,0.000731740304245347
"lp_1921",-0.672114783918259,5.50853315122784,0.00118641793571903,0.00444942011009159
"lp_0788",-0.675785274982233,11.7349002445012,0.000260425168586583,0.00116481075404181
"lp_1716",-0.678339162451902,6.87814065372334,0.000330686494769767,0.00145265853059576
"lp_1592",-0.681308946480854,12.6479169919976,0.000272628949194834,0.00121448791452186
"lp_0192",-0.683001568177944,6.35682125180595,9.83535079079499e-05,0.000475446870105242
"lp_2289",-0.683216333368457,7.89445453653427,4.75701119071138e-05,0.000241560155418234
"lp_1593",-0.683503898156283,12.3668476874963,0.000252679832527253,0.0011361388982525
"lp_1417",-0.688676096579689,8.67411264209307,8.92479235222498e-05,0.000433322154996186
"lp_1008",-0.692487919559716,8.45951786307839,0.000193515681094777,0.000892591079049659
"lp_3358",-0.693085507220561,7.51515902921287,7.12864465781941e-05,0.000351510451501385
"lp_2812",-0.693658175812734,7.32422544761901,3.08213262955499e-05,0.000161702408574283
"lp_1416",-0.693691495050197,6.94100825813587,3.38963168289142e-05,0.000176579871668744
"lp_1244",-0.694919804305999,7.09689467881576,4.97310753499581e-05,0.000250807746753547
"lp_1848",-0.705212949986459,10.4219067352377,5.88249713639392e-05,0.000293329924774237
"lp_0871",-0.706957440244013,9.30006423072454,5.65921166258972e-05,0.000283472728981304
"lp_0558",-0.716853125210465,4.22005371103623,0.00226552022026027,0.00770485678595427
"lp_1278",-0.721989738284759,8.15814708830684,3.46204460435284e-05,0.000179507418127335
"lp_0255",-0.722910067318078,4.69016091091621,0.00192044763191288,0.00669585993237025
"lp_2940",-0.729801982231625,5.32617927258506,0.00131504716951119,0.00486062509732517
"lp_1637",-0.731365447776876,10.8714319698347,0.00177029617257938,0.0062912290948487
"lp_0955",-0.731867948747939,6.8082292861752,1.71715274064803e-05,9.31807884263417e-05
"lp_3341",-0.73802238740127,6.12755754177408,0.000149717431872771,0.000705264668438968
"lp_2543",-0.74508318660694,6.69754828095244,1.64474723959311e-05,8.94710169154581e-05
"lp_1410",-0.745308422756988,5.8936093872909,0.000354634482529042,0.00153953087121431
"lp_1302",-0.747226221441561,4.86218045109545,0.000795025858407101,0.00315445743819592
"lp_0829",-0.748146965418122,5.2596414654224,0.00104646266398073,0.00402933624009276
"lp_2320",-0.756121706185787,5.91602454690967,6.72407229033318e-05,0.000332301251133876
"lp_0272",-0.756736112062202,5.95610603170359,4.72394443403637e-05,0.000240432482228886
"lp_1715",-0.75894974389506,6.81470643215653,4.31740643968496e-05,0.000220756070611143
"lp_0991",-0.770940097117621,6.99243868086858,5.49308339636357e-06,3.15887964663609e-05
"lp_0343",-0.773842101674388,8.53690218329883,4.01929476492369e-05,0.000205988856702339
"lp_1820",-0.779131688677042,6.33905123034177,6.97012472589458e-06,3.96705813448087e-05
"lp_2912",-0.784496275794366,9.20624612858574,7.36729834652047e-06,4.18235859979393e-05
"lp_0275",-0.789425358905933,8.26544677970519,1.82406640176559e-05,9.84995856953416e-05
"lp_1390",-0.790819658503692,5.66497874884972,4.84492517713142e-05,0.000245461426594256
"lp_1240",-0.806745913748283,6.95062341214752,0.000175673565272686,0.000817103515785142
"lp_0271",-0.810314031162055,5.63988598664159,3.66930940374114e-05,0.000188926767904253
"lp_0965",-0.810544355389574,6.77550340102734,2.86157970685132e-06,1.72630448800241e-05
"lp_1898",-0.812641022893292,11.6407244271931,1.82132898934425e-06,1.11392883491938e-05
"lp_0532",-0.814260969613533,3.60492703783994,0.001604153961511,0.00576557933569053
"lp_1636",-0.817134212895153,12.3716371315668,0.00023576137263667,0.00107181864274659
"lp_3374",-0.818430988897517,6.66882982663398,4.42442236362667e-06,2.58460979236661e-05
"lp_1639",-0.82640104134227,7.62734476339305,2.87830742053321e-07,1.91368547419235e-06
"lp_3174",-0.827920561281617,9.14296760270881,9.73919488847068e-06,5.39064437076852e-05
"lp_2121",-0.828056409220312,5.43133475104563,0.000383702220505344,0.00165921233632584
"lp_1357",-0.835846332536358,8.46482239622358,2.02538255164726e-06,1.23531596951709e-05
"lp_1535",-0.837290471864129,9.73932631199906,0.0022929820948494,0.00778629196011744
"lp_0302",-0.837800187958916,8.73653018578475,4.68255961726987e-06,2.72104645475997e-05
"lp_1445",-0.837926562058128,4.45422627521635,0.000154833597153497,0.000727816526747012
"lp_2125",-0.83984765857971,10.4499412966086,0.000180466057165707,0.000837634906844604
"lp_3286",-0.850146829825229,4.63480075597445,0.000274996227995069,0.00122218808077041
"lp_0138",-0.850162309750156,7.57320730356496,7.14709128837977e-08,5.08799360529673e-07
"lp_0990",-0.851538847691327,6.54779233206269,4.05823578033107e-06,2.38327162271963e-05
"lp_2729",-0.851993814283708,3.64304529127847,0.00143224873257497,0.00523267111208084
"lp_3676",-0.857094758074911,6.01295517586055,0.000256021253623393,0.00114743128648217
"lp_0145",-0.875412416911864,7.03888369525093,4.8380328856711e-07,3.15041317908112e-06
"lp_2972",-0.887812376553335,2.99698494390417,0.00138906069559471,0.00509168937093823
"lp_0836",-0.892109001832916,7.94596821011714,0.000505598609909591,0.00210412654575157
"lp_3495",-0.893096581914674,6.12009178471788,1.57742715433615e-06,9.70117699916732e-06
"lp_2574",-0.900173652434231,6.10420972904903,2.0671238935296e-06,1.25386638363686e-05
"lp_3191",-0.906506547264953,8.75766956679462,5.67790304960786e-07,3.6332015467722e-06
"lp_2573",-0.910742642118525,5.47505831404831,2.04654604018568e-06,1.24479476180524e-05
"lp_2861",-0.917452872414168,4.32464126207513,4.92660382800313e-05,0.000249029700347008
"lp_1388",-0.927662155333456,6.43835326435356,0.00167921196186366,0.00601581761094844
"lp_0215",-0.933050123271845,6.3824150843684,6.81274650163726e-08,4.8656195982661e-07
"lp_0531",-0.944219457487181,3.54709511841268,0.00107495462120438,0.00411173941882985
"lp_1118",-0.945240683997057,2.6831111163292,0.00303386907123189,0.00998066288812393
"lp_1581",-0.953252285795987,10.9949721018489,4.48338244073635e-08,3.27597647649845e-07
"lp_3292",-0.955299282512744,6.51181141030046,8.88417001083101e-05,0.000432637260779574
"lp_3190",-0.957222995549447,8.51382959046487,9.13280672250083e-08,6.39874496316988e-07
"lp_1358",-0.963224782383188,7.74823634458909,1.36689968535766e-08,1.04355720806271e-07
"lp_3193",-0.964676894716691,9.48563786546605,6.77879341647245e-08,4.85703838966667e-07
"lp_0103",-0.967644101204968,5.6022672792073,7.90726141890072e-05,0.000387315857996597
"lp_1638",-0.971063220248955,6.9352393686522,3.90092697274265e-09,3.07354175005417e-08
"lp_0530",-0.982963732273518,3.04505313086995,0.000421854622694813,0.00179637192173476
"lp_0748",-0.985245169259753,4.59498886070404,9.06289137082046e-06,5.04151796356696e-05
"lp_2817",-0.985497775004098,4.00136555361803,0.00110966831196529,0.00422858114060439
"lp_0749",-0.987216937770409,4.98801564774023,8.33201528719064e-06,4.65835400147477e-05
"lp_1011",-0.987648273776212,6.68330167642207,0.000232525929425798,0.00105928478960641
"lp_3245",-1.00127839353836,9.97455028218192,3.87632066994872e-07,2.5391047228599e-06
"lp_1580",-1.00663628337841,9.71663115659913,3.69731767980132e-08,2.73774626858867e-07
"lp_2514",-1.02404274692988,3.15109582869374,0.000993183052509406,0.00383753451702587
"lp_2146",-1.02639173500023,12.260221972587,3.8859058450112e-09,3.072641264591e-08
"lp_2740",-1.03028299020107,6.77103447019028,2.60985709522481e-09,2.0860013028259e-08
"lp_1095",-1.06595122434565,5.95312513988218,3.02621760401445e-07,2.00600172912814e-06
"lp_1268",-1.075447169827,3.27873573697784,0.0027900243035489,0.00923335397317976
"lp_2056",-1.07735491088327,7.55895811989965,4.5806292940031e-10,4.02441002258844e-09
"lp_2525",-1.08984092263062,8.38911390656154,1.56772891726413e-09,1.2999819561134e-08
"lp_2718",-1.0988517060895,4.09346609405442,4.92359580334538e-06,2.85108850056077e-05
"lp_0053",-1.10132307222458,8.22019396541758,5.45862756892678e-10,4.75803206204878e-09
"lp_3280",-1.10275423658855,3.59288479195075,0.000990711889759087,0.00383467853833325
"lp_1096",-1.11228820250208,5.46815091833734,3.79280953551956e-08,2.79909343721343e-07
"lp_3411",-1.11259800443716,9.06194321734209,3.5207583602083e-08,2.61575805687959e-07
"lp_3586",-1.11690686448741,4.24756154106147,3.32084974862424e-06,1.98712468742002e-05
"lp_0747",-1.1200153892138,4.06880730249076,7.82375294292123e-05,0.000384075144470679
"lp_3169",-1.12040178811317,8.16360972159085,7.20575485232722e-10,6.1835431174622e-09
"lp_0848",-1.1252197681886,6.41799688056889,5.60310941295763e-07,3.59573456240237e-06
"lp_0327",-1.12972561936781,6.89058500952568,1.6508849348281e-09,1.36382807675724e-08
"lp_1897",-1.13193652921565,13.2763011820784,2.06164913145465e-10,1.85548421830919e-09
"lp_0512",-1.14749494590096,10.4298936197921,5.5989132821566e-06,3.2113974110608e-05
"lp_0528",-1.15689077336377,2.48038317254423,0.000885324777582949,0.00347537066944796
"lp_3246",-1.15699280678633,7.2624258517549,3.023958139617e-12,3.15803930241134e-11
"lp_3678",-1.1854037396575,4.71607511747149,1.10394630753269e-07,7.59048796545769e-07
"lp_0101",-1.2019599569413,5.30333988898296,1.60104267024587e-07,1.08400870701051e-06
"lp_0533",-1.20278615615636,7.26673747768606,4.97809603134505e-09,3.88081148359083e-08
"lp_3356",-1.21026152567641,4.77194241417502,2.96173474862122e-06,1.77704084917273e-05
"lp_0783",-1.21413237793182,6.36414915573507,8.61241190447776e-12,8.59578842124667e-11
"lp_3301",-1.21723150996693,5.301642528587,1.3832313450649e-06,8.57835909796549e-06
"lp_0326",-1.23445577963136,8.02418493667776,7.07431986873942e-13,7.60317679096558e-12
"lp_1386",-1.23585464697627,3.80935434056334,3.22168815773311e-05,0.000168226829745781
"lp_3324",-1.24063144144701,8.40607574374145,2.2079353472673e-12,2.31676249234588e-11
"lp_3254",-1.2410043819976,3.83127244618738,8.22340905505031e-06,4.60927282224845e-05
"lp_3679",-1.24713678291788,6.28347083932267,2.38816833386274e-09,1.9157263373812e-08
"lp_0102",-1.25014424563191,5.91387243240379,3.10019045492567e-10,2.75958914121615e-09
"lp_3175",-1.25337705872217,5.04011270536614,2.13981676537566e-09,1.74174791122857e-08
"lp_1424",-1.26930010710723,3.5732057667461,8.00833365967844e-06,4.52307416391022e-05
"lp_3255",-1.27023397549132,4.61983696530458,1.27562952098787e-05,7.00804903093586e-05
"lp_1010",-1.27026808842794,8.24432868962466,1.9566188606108e-11,1.88345832930101e-10
"lp_3513",-1.2861983464752,4.55873029798293,1.07001856172486e-08,8.25442890473463e-08
"lp_2988",-1.29057770003657,6.78821501433966,1.12712559752032e-10,1.02693665551851e-09
"lp_2503",-1.30505443385104,8.07454797440278,8.320533766112e-11,7.64384305318338e-10
"lp_3134",-1.3332759540585,6.74285296584032,1.22831472539314e-08,9.40999585474193e-08
"lp_3075",-1.3374132215177,4.6880401770301,1.1505167645047e-09,9.75955600235019e-09
"lp_1435",-1.3449659472718,7.13201535791937,3.90779615291896e-14,4.65153800137773e-13
"lp_0822",-1.34560011845114,10.4131786117572,2.97390064558535e-13,3.29210801466299e-12
"lp_0298",-1.35834669689187,1.58263091674106,0.000565738141176718,0.0023109672408953
"lp_3677",-1.37932043339676,2.34832538616045,0.00045510353926054,0.00191195300934125
"lp_1908",-1.38756791557585,7.77230574542738,1.0227987772026e-07,7.12099526014637e-07
"lp_2240",-1.39017192159974,7.86188324076657,4.1931528929518e-17,6.27273007094276e-16
"lp_2248",-1.3911964646752,1.89500160034456,0.00252523393484925,0.00845819656846633
"lp_2341",-1.39279468979864,7.9523407016415,6.61360517109561e-16,9.20913323824257e-15
"lp_2776",-1.39661366737043,6.92341832328823,1.95266350796403e-16,2.78915935911766e-15
"lp_3415",-1.40827622625746,1.91815704255432,0.000252988471923434,0.0011361388982525
"lp_0984",-1.41804880125866,5.73368186328021,1.35891065224127e-06,8.45120276421958e-06
"lp_0733",-1.4371827158346,2.14700323576941,6.17131136799571e-05,0.000307040075702079
"lp_0109",-1.452056177219,3.55749494099761,3.8657378226509e-06,2.28233161049309e-05
"lp_2396",-1.46268659596877,3.22096885611808,7.58758863697578e-06,4.29639929469677e-05
"lp_2710",-1.50443938954589,7.08647463072086,1.73041027272733e-11,1.68031944904312e-10
"lp_1292",-1.50880775253201,8.26966492611464,2.48562908998174e-17,3.82165472584693e-16
"lp_0311",-1.54574400061862,3.92007125822247,5.68100542213188e-10,4.91318203304687e-09
"lp_2885",-1.54581795065348,3.56658005148064,4.45806629877455e-06,2.59741020670707e-05
"lp_0259",-1.55399662388984,6.44249530942044,8.2404845148058e-19,1.3821539936197e-17
"lp_0325",-1.57427880781756,7.11634966469428,1.66278712457468e-20,3.14650486650285e-19
"lp_0835",-1.61548942245078,2.57884966726312,2.0493840345695e-07,1.37495037955663e-06
"lp_1175",-1.6271138194228,8.81387611322192,2.62682000646758e-19,4.54357772993689e-18
"lp_0520",-1.65337536009283,11.7908527450407,1.56389425675149e-18,2.58392677943865e-17
"lp_1239",-1.65637190807425,5.66428529886799,9.77673592151297e-13,1.04065833318412e-11
"lp_0108",-1.67360519666779,1.70837869775593,3.14215559907843e-05,0.000164461761143254
"lp_0838",-1.79490870267968,7.52335755148979,3.56327893108637e-15,4.83993837633449e-14
"lp_0600",-1.80161288078575,6.14403087122747,7.47448821569978e-20,1.35643581225896e-18
"lp_3015",-1.84426599179429,7.98952755446106,3.39572608469112e-27,8.35348616834016e-26
"lp_0214",-1.84764223827408,4.84811456106804,8.66635856535892e-17,1.26232354366478e-15
"lp_0105",-1.87670754459066,2.87853789161053,4.53225152996167e-10,3.99777087144827e-09
"lp_0239",-1.9008594446796,7.01072752138089,6.73799050969546e-28,1.7346408126123e-26
"lp_3072",-1.92263741411339,3.26575810297179,5.3112682134691e-10,4.64788451566031e-09
"lp_2739",-1.94137399555313,6.52445425529352,1.51878988290101e-25,3.57723489440726e-24
"lp_2509",-1.99951631993767,7.44817894345899,3.35064745899866e-29,9.04674813929637e-28
"lp_2974",-2.02107720531337,0.948236393396674,5.07410345050358e-05,0.000255319659986703
"lp_2638",-2.08039243603669,2.33931969891529,6.27669550123586e-08,4.52658105528866e-07
"lp_0213",-2.09490998596775,4.56068265698571,3.5342848099867e-19,6.06581904597717e-18
"lp_0104",-2.19099433496111,4.19858130238851,6.34578572543025e-19,1.08073612277712e-17
"lp_3073",-2.20515425456139,2.43160479154771,1.217794437817e-09,1.02516991837523e-08
"lp_0107",-2.26499033639925,3.10766058291166,3.49616017430083e-14,4.22978066989182e-13
"lp_2830",-2.27699677219038,7.61746066264348,2.91122792204155e-39,1.07424310323333e-37
"lp_3248",-2.34878901310579,7.67301169067834,1.1834133265365e-40,4.59662649991545e-39
"lp_0106",-2.46580658209842,2.8727992654254,1.54489028045013e-14,2.00022636310911e-13
"lp_0803",-2.49965794128062,8.42198100008659,3.3628742956094e-39,1.22055798204577e-37
"lp_0802",-2.51959053220721,8.37155735056147,5.37293065318039e-37,1.85869819783459e-35
"lp_2108",-2.8059395087903,4.02577776295951,1.72406077148539e-14,2.19371870578659e-13
"lp_2107",-3.188487875246,4.59462922658637,1.13040693490452e-22,2.27520086716238e-21
"lp_0210",-3.32604031902863,7.77625220097485,5.90411649443346e-73,4.35723797289189e-71
"lp_0329",-3.4354263342419,6.86923595148081,1.55539490078413e-65,1.01283656186355e-63
"lp_2106",-4.2352636498979,4.57492395694727,4.83435390159518e-35,1.64665531355873e-33
"lp_0349",-4.24816860891006,7.75555269201348,5.51127457993108e-84,5.30520083476844e-82
"lp_2099",-4.58007280317324,5.88167139104845,2.37670462958486e-53,1.19591455679565e-51
"lp_0575",-4.63922508982166,9.66252290758642,2.03920133381384e-113,4.10435613914894e-111
"lp_0423",-4.70538114852516,5.82474514292426,1.31827657151787e-34,4.29215342550082e-33
"lp_0576",-4.76085513113788,9.17044875419529,1.79774570268573e-117,3.98020898574621e-115
"lp_0263",-4.88558223459701,6.14097404984033,1.28878190612702e-68,8.64655497019766e-67
"lp_2102",-5.02384973937518,5.45101104220952,3.19275906125228e-81,2.82750742464502e-79
"lp_2104",-5.21607338566916,3.72213513733335,8.92490692536051e-40,3.40685240219796e-38
"lp_2100",-5.25713007460499,5.17499905406034,2.12075693407524e-78,1.80590609693945e-76
"lp_0262",-6.36288509364029,6.65993401331653,3.63064047722384e-118,8.93137557397064e-116
